,degree,betweenness,closeness,eigenvector,degree_rank,betweenness_rank,closeness_rank,eigenvector_rank
"KLEINFELDT, LORNA",0.0028116213683223993,5.059623254269829e-06,0.37082947173308617,0.001155693856426262,3463,2306,3556,4347
"KLEIN, SHIRLEY",0.0023430178069353325,2.1241715566053145e-07,0.3807994289793005,0.0018354991379727946,3856,3467,2798,3496
"KLEIN, STANLEY",0.0023430178069353325,2.1241715566053145e-07,0.3807994289793005,0.0018354991379727946,3856,3467,2798,3496
"KLEINSTOCK, HARLAN",0.014682911590128085,6.506453724261059e-05,0.4206860297016691,0.011619296526691057,776,1043,1162,896
"KLEINSTOCK, SVEN",0.014682911590128085,6.506453724261059e-05,0.4206860297016691,0.011619296526691057,776,1043,1162,896
"KLEIN, SUMMER",0.00031240237425804435,0.0,0.2923554662526258,1.8478256658810455e-05,6269,4067,6365,6374
KLIGGER / SEN. EUGENE,0.005310840362386754,6.306120064350276e-06,0.41133384734001543,0.0056771630735750365,2184,2180,1419,1704
"KLINE, MR.",0.0031240237425804434,1.4583284547725572e-05,0.38882477983601577,0.002342538343868709,3214,1742,2312,3060
"KLOSS, BERNARD",0.002499218994064355,4.151757774656466e-08,0.3721876635079356,0.0025959511679106415,3730,3771,3404,2904
KNAVE,0.0031240237425804434,7.020277619589863e-08,0.36453706867099417,0.002309534894985655,3214,3687,4252,3088
KNICK KNACK,0.002655420181193377,2.909455533632102e-06,0.3771872974724563,0.0016208401491044741,3591,2577,3032,3720
KNIGHT ERRANT II,0.0032802249297094657,0.0,0.37035751475182227,0.0024778369494769564,3094,4067,3605,2975
KNIGHT ERRANT / MATSON,0.001718213058419244,0.0,0.3845045045045045,0.0020803170481153922,4561,4067,2572,3267
"KNIGHT, LEO",0.0014058106841611997,0.0,0.36875756004838434,0.0009078212193648608,5057,4067,3811,4754
KNIGHT / MALCOLM KNIGH,0.0023430178069353325,2.9606208085224706e-07,0.3711734693877551,0.00154385361419949,3856,3361,3519,3811
"KNIGHT, MISTY",0.05248359887535145,0.002263991576382542,0.4890382705675655,0.03243921036306505,153,142,159,216
"KNOBLACH, GERTRUDE H",0.0021868166198063103,0.0,0.3462412114656571,0.0005946492494477284,4042,4067,5357,5286
"KNOBLACH, GLORIA",0.0021868166198063103,0.0,0.3462412114656571,0.0005946492494477279,4042,4067,5357,5288
"KNOBLACH, HANS",0.0021868166198063103,0.0,0.3462412114656571,0.0005946492494477284,4042,4067,5357,5286
KNOCKABOUT / ,0.0028116213683223993,8.890866395199774e-07,0.36055417886911467,0.001201194699640609,3463,3041,4474,4281
KNOCKOUT,0.008747266479225241,1.7891674938740475e-05,0.39990005621837715,0.004792131627295242,1390,1639,1810,1962
"KNUTZ, CINDY",0.0031240237425804434,7.940019852270342e-06,0.3725558659217877,0.0013641540048671926,3214,2059,3360,4038
"KOENIG, ERIC",0.009840674789128397,5.2913398542578496e-05,0.4338574139333153,0.011721094405578409,1240,1129,895,888
KOFI [KYMELLIAN],0.0067166510465479536,6.731143580670727e-05,0.4108323172688186,0.006355465368512355,1774,1028,1438,1576
KO-GAR,0.0015620118712902217,2.0916533639255763e-08,0.36344024978711326,0.0009965690348424738,4812,3890,4301,4596
KO'ICHI,0.0023430178069353325,0.0,0.3669609079445145,0.0020131382570922245,3856,4067,4022,3337
KOJIRO,0.001718213058419244,0.0,0.36468242665907147,0.0011817644964023171,4561,4067,4234,4306
"KOLE, JOHN",0.0007810059356451108,0.0,0.35787355358041256,0.00039041528115529275,5841,4067,4638,5644
"KOLE, MICHELLE",0.0007810059356451108,0.0,0.35787355358041256,0.0003904152811552927,5841,4067,4638,5646
KOLOMAQ,0.0007810059356451108,0.0,0.32954135996293815,0.0002408481175814747,5841,4067,6088,6012
KOMODO,0.0020306154326772885,0.0,0.33953858392999203,0.0004383866061175969,4200,4067,5806,5562
"KONIEV, DMITRI",0.002967822555451421,0.0,0.3761457109283196,0.002860864337689747,3351,4067,3111,2750
"KONIEV, IRINI",0.002967822555451421,0.0,0.3761457109283196,0.002860864337689745,3351,4067,3111,2751
"KONIEV, MRS.",0.002967822555451421,0.0,0.3761457109283196,0.00286086433768975,3351,4067,3111,2749
KONO,0.0015620118712902217,0.0,0.3498743032025358,0.0009002758507632893,4812,4067,5182,4766
"KOPPISCH, DR. ERIC",0.002655420181193377,0.0,0.36691884456671253,0.002394535219849391,3591,4067,4031,3018
KORATH THE PURSUER,0.009528272414870352,1.560501907551845e-05,0.4002500781494217,0.008315240294302065,1270,1704,1794,1238
KORREK,0.0014058106841611997,1.232149006323382e-06,0.3617562298694694,0.0009253094624875377,5057,2934,4419,4713
"KORVAC, MICHAEL",0.015307716338644172,9.352129143438588e-05,0.45530189886921274,0.01778090843344436,740,875,512,562
KOSHIMA,0.0018744142455482662,0.0,0.3710659015823335,0.0017463366351988163,4385,4067,3529,3574
"KOSINSKI, HARLEY",0.002655420181193377,6.464008245306828e-09,0.37818998109640833,0.002394436821742165,3591,3998,2955,3019
"KOWALSKI, TRISH",0.0015620118712902217,0.0,0.3681637817010754,0.0007837113116563477,4812,4067,3871,4943
KRAA,0.0018744142455482662,5.602369459509605e-08,0.34275618374558303,0.00044149867728223823,4385,3725,5640,5554
"KRAFT, DONNA",0.0012496094970321774,0.0,0.34665367121507473,0.0005350485760035878,5271,4067,5323,5395
KRAGAR,0.0015620118712902217,1.2201311289565864e-08,0.33492021972273084,0.0005130899411860633,4812,3924,5983,5433
"KRAGG, GEN.",0.0010934083099031551,0.0,0.34437869822485206,0.0004588519659457299,5492,4067,5536,5523
KRAGG,0.00031240237425804435,0.0,0.3300170111861436,0.0001801041031272549,6269,4067,6085,6140
KRAKEN,0.006404248672289909,4.72696474422291e-06,0.38661754936892323,0.0032604984685816983,1854,2341,2444,2546
KRAKOA,0.005623242736644799,1.1078957293562235e-05,0.39010419840350985,0.00585489719910022,2087,1876,2247,1666
"KRAMER, KENNY",0.008122461730709154,6.850212938820057e-05,0.4171771145575394,0.007567073632957541,1488,1015,1250,1343
"KRAMER, STACEY",0.013745704467353952,0.00020781222458539478,0.43951668268570643,0.012023608922327915,843,597,778,868
KRANG [ATLANTEAN],0.01577631990003124,0.0001734292765257916,0.4371756350723846,0.014955431009310518,722,658,827,695
KRANG II,0.0010934083099031551,0.0,0.34065875591975736,0.00026365560606268,5492,4067,5777,5973
"KRAUS, DR. FREIDERIC",0.004529834426741643,4.640802084262236e-06,0.39759036144578314,0.004032873855441224,2437,2353,1912,2204
KRAVEN THE HUNTER II,0.01140268666041862,9.014664066309441e-05,0.4214337436640116,0.00842221047669478,1037,887,1146,1217
KRAVEN THE HUNTER / SE,0.023430178069353325,0.00027299047294158225,0.4725769543072267,0.02218392970823422,450,514,309,403
"KRAY, D'VON",0.0006248047485160887,0.0,0.3643088829454276,0.0008277223199042791,6020,4067,4262,4887
"KREA, BRUNO",0.0037488284910965324,5.047757534674741e-06,0.40980668288311356,0.004079347932310094,2830,2308,1471,2194
KREDDICK,0.013120899718837863,7.907088224160278e-05,0.4522463972873693,0.01579884525613266,882,954,567,644
KREE CAPTAIN AMERICA,0.0018744142455482662,0.0,0.36980129390018485,0.0018840593946053501,4385,4067,3706,3447
KREE GIANT MAN [KREE,0.0018744142455482662,0.0,0.36980129390018485,0.0018840593946053501,4385,4067,3706,3447
KREE IRON MAN [KREE],0.0018744142455482662,0.0,0.36980129390018485,0.0018840593946053501,4385,4067,3706,3447
KREE SCARLET WITCH [,0.0018744142455482662,0.0,0.36980129390018485,0.0018840593946053501,4385,4067,3706,3447
"KREIGER, SIMON",0.0031240237425804434,9.228364410359194e-06,0.3925921383454958,0.0021209074916169867,3214,1969,2143,3224
"KREIGKOPH, GEN.",0.0006248047485160887,0.0,0.37025041929327396,0.0005430931658233927,6020,4067,3620,5385
"KRIEGHUND, COL.",0.002499218994064355,1.4660256019214685e-07,0.3763004761065068,0.0014223123704452157,3730,3537,3099,3959
K'RIN,0.0014058106841611997,0.0,0.37421089548749126,0.002001865974744298,5057,4067,3256,3354
KRISTA,0.004529834426741643,7.366962084448021e-07,0.3815256257449344,0.0038498896918077057,2437,3112,2747,2296
KRISTOFF / KRISTOFF VE,0.023117775695095284,0.00019428383204899064,0.4666520883446315,0.0220497473082788,458,624,375,407
KRIVEN,0.002499218994064355,1.884225831810379e-07,0.337854240329305,0.00047756229487135737,3730,3489,5858,5497
K'RK [SHI'AR],0.0060918462980318645,1.103178725415865e-06,0.3792878725042953,0.0051934786747391245,1940,2967,2869,1864
KRO [DEVIANT],0.024054982817869414,0.0003894496176135422,0.4380431063975368,0.017513168938560916,433,430,810,575
KRONITT,0.001718213058419244,0.0,0.36468242665907147,0.001136857693892627,4561,4067,4234,4372
KRONOS,0.015620118712902217,3.293773798551278e-05,0.45388160226869906,0.015104758048778366,730,1335,537,686
KROTOK,0.001718213058419244,0.0,0.3418228415825725,0.0009232180378397291,4561,4067,5720,4720
KRUEGER,0.004842236800999687,3.6023310053651677e-06,0.40105243375305394,0.005579587619609246,2327,2480,1770,1738
KRUELLA,0.0023430178069353325,0.0,0.3450840879689521,0.0012676413893490093,3856,4067,5445,4167
KRUEL / VICTOR KRUELLE,0.0020306154326772885,3.3404653224221365e-07,0.35687608004905513,0.0009216675787106415,4200,3337,4704,4724
KRUGGAR,0.004686035613870665,0.0,0.4254951482121494,0.008298616607524605,2377,4067,1042,1242
"KRUMA, TALIA",0.008747266479225241,2.2318091382752408e-05,0.41143958868894603,0.010046077999763774,1390,1549,1409,1035
KRUSH,0.001718213058419244,0.0,0.33705380646519956,0.0010334128686272995,4561,4067,5880,4501
"KRYPT, DR.",0.0031240237425804434,0.0,0.342701140195921,0.0009823442699626633,3214,4067,5643,4623
"KRYZEWSKI, LEONARD M",0.0028116213683223993,1.5051730883889083e-08,0.38143469971401334,0.002941253949721488,3463,3913,2751,2702
KUBIK,0.005779443923773821,7.552164346232699e-06,0.4095707248416608,0.007148155034108123,2050,2086,1485,1412
KUKULCAN / VIRAKO / QUET,0.006404248672289909,1.9413087977397427e-05,0.3840201547597625,0.004128329815654577,1854,1601,2597,2180
KULAN GATH,0.006560449859418931,1.0676755324331925e-05,0.43192551612467955,0.008861557897255139,1811,1889,932,1158
KURAGARI,0.0006248047485160887,0.0,0.35440655447298497,0.0006309785369162041,6020,4067,4833,5209
"KURASOV, SIMYON BORI",0.004373633239612621,3.007410202716034e-06,0.3763447181235671,0.0029476421382911458,2505,2556,3094,2695
"KURLYCHEK, PATTY",0.00015620118712902218,0.0,0.3282235324275827,0.00015395954297653378,6354,4067,6134,6223
KUROKO / ,0.004217432052483598,3.1520151573805764e-06,0.39997500937148567,0.005692490149837809,2569,2538,1808,1698
"KUROV, WASSILY",0.0014058106841611997,5.819973391225558e-07,0.3771206409048068,0.0008430310701992345,5057,3174,3042,4865
KUROYAMA,0.0010934083099031551,1.0667497953354426e-07,0.36008774396760224,0.0005780039466338158,5492,3601,4508,5334
KURRGO,0.0009372071227741331,0.0,0.3727727960871084,0.0020172751265193326,5676,4067,3348,3328
KURSE / ALGRIM [ASGARD,0.018431740081224616,9.69581808054292e-05,0.4437512996464962,0.01709902026247301,623,859,707,595
"KUTUZOV, COL.",0.0021868166198063103,0.0,0.3713672486803179,0.002943007030812302,4042,4067,3499,2700
KWANNON,0.0009372071227741331,2.7482594369658408e-08,0.345344697378358,0.000524804118513899,5676,3852,5411,5408
"KWAN, TERRY",0.0060918462980318645,1.9380556244823918e-05,0.42512783053323594,0.006923314738420212,1940,1602,1049,1462
KYLUN / COLIN MCKAY,0.009215870040612308,2.5253254087354157e-05,0.4097804518978429,0.005374681576922271,1318,1471,1474,1803
KYMRI,0.005154639175257732,7.724376654619956e-07,0.38342217164760134,0.0060531279243562055,2237,3087,2630,1616
KYSA,0.00031240237425804435,0.0,0.3257020757020757,0.00011428607253073841,6269,4067,6205,6304
LA BANDERA,0.0010934083099031551,0.0,0.35986509274873524,0.0006840141862904889,5492,4067,4525,5115
LACE / ,0.00046860356138706655,0.0,0.3342731829573935,0.0002478281673849097,6167,4067,6001,6001
"LACOSTE, RAE",0.00937207122774133,0.00020629882881505513,0.39806006342100353,0.005974222624638645,1293,599,1894,1626
"LADONNA, HOLLY",0.004529834426741643,4.103899356057055e-06,0.4145030754289414,0.005649153645948774,2437,2409,1321,1709
LADY DEATHSTRIKE / YUR,0.01874414245548266,0.00014407325940607552,0.440302613480055,0.014615283219429285,611,712,765,715
LADY LARK / LINDA LEWI,0.02077475788815995,0.000620990084877782,0.44976816074188564,0.014758142456197203,531,320,611,704
LADY LOTUS,0.004373633239612621,9.615229091076098e-07,0.3776768332251785,0.0016608779258597281,2505,3019,2993,3657
LADY OF THE LAKE,0.00718525460793502,6.749940258699962e-06,0.4075370806544019,0.0068243725344341415,1664,2146,1553,1476
"LAMBERT, WILSON",0.0037488284910965324,1.194401831595039e-07,0.3996753652141341,0.003631669393558471,2830,3581,1820,2382
LAMENT / ,0.0012496094970321774,0.0,0.3686513877692042,0.0014838290024075426,5271,4067,3820,3883
"LAMY, KELLY",0.0060918462980318645,0.0,0.4142616798239938,0.005241954227361039,1940,4067,1327,1838
"LANCELOT, SIR",0.00046860356138706655,0.0,0.33880186282811176,0.00024759913444007397,6167,4067,5843,6003
LANCER / SAMANTHA DUNB,0.004217432052483598,0.00011998291467213315,0.40218620429702223,0.004457500052242914,2569,779,1720,2072
LANDA,0.0015620118712902217,0.0,0.3675719124992823,0.002225938121548077,4812,4067,3943,3158
"LANDERS, DR.",0.0009372071227741331,0.0,0.3583743842364532,0.0008921804098126163,5676,4067,4607,4784
"LANDERS, GENA",0.005154639175257732,0.00014604809190728614,0.3964823186969716,0.004756181545544331,2237,702,1979,1976
"LANDERS, RAY",0.0021868166198063103,2.9283147094958073e-08,0.33608063415402384,0.0003734092179727181,4042,3834,5921,5694
"LANDERS, RICKY",0.0021868166198063103,2.9283147094958073e-08,0.33608063415402384,0.00037340921797271854,4042,3834,5921,5693
LANDSCAPE / BRETT,0.0020306154326772885,0.0,0.36397748592870544,0.0015118779269639182,4200,4067,4274,3853
LANDSLIDE,0.004061230865354577,1.7326144681225533e-05,0.39719568184638293,0.002776425522217581,2650,1656,1929,2803
LANDSLIDE II / LEE BRO,0.0028116213683223993,7.016095890205362e-09,0.3673609915648132,0.0025041258185152307,3463,3985,3970,2963
"LANE, LOIS",0.018900343642611683,7.830516523852011e-05,0.45132181882270006,0.018646850135115543,606,958,587,517
"LANE, SILAS",0.0039050296782255542,2.4453841580762325e-05,0.3707865168539326,0.00276892145189906,2721,1489,3561,2805
"LANG, ALLISON",0.0014058106841611997,0.0,0.38821175186465345,0.001783284069866712,5057,4067,2343,3542
"LANG, CASSANDRA CASS",0.022649172133708217,0.00026240000452629745,0.4625054182921543,0.02111388210901536,474,530,434,436
"LANG, DR. STEVEN",0.012183692596063729,3.14859275606216e-05,0.40933503836317137,0.011374297336376838,970,1358,1495,913
"LANGFORD, DR. DAVID",0.001718213058419244,0.0,0.36945983379501385,0.0007329088610222707,4561,4067,3752,5028
"LANGSTROM, LIEUTENAN",0.004373633239612621,5.6219764529095536e-06,0.38668760570186034,0.003471780835172667,2505,2247,2440,2459
"LANG, TIMMY",0.0015620118712902217,2.021290927438322e-06,0.38823529411764707,0.0017860116013063926,4812,2734,2341,3540
"LANGTREE, GINA",0.0012496094970321774,3.2912417941360046e-07,0.3341684935797056,0.00033678229697281807,5271,3342,6004,5796
"LANIEGE, BIANCA",0.004373633239612621,3.5406327201126865e-07,0.3477457903313417,0.0013797791562899337,2505,3316,5270,3998
LANN,0.004686035613870665,3.987266917642556e-06,0.39569812720192843,0.004723767528775067,2377,2425,2018,1987
"LANNING, DR.",0.0018744142455482662,0.0,0.36774082371187317,0.001231471362885241,4385,4067,3919,4231
"LANSING, CHERYL",0.0020306154326772885,8.47654599122639e-06,0.381139489194499,0.0010082784202285824,4200,2020,2768,4577
LA NUIT,0.0015620118712902217,0.0,0.3580737177694502,0.0004144083942755922,4812,4067,4624,5598
"LAO-TSE, GEN.",0.0015620118712902217,2.0916533639255763e-08,0.36344024978711326,0.0009965690348424734,4812,3890,4301,4597
"LAPIN, EMIL",0.005467041549515776,7.971963982718462e-06,0.3675297089385154,0.0016287646940615125,2133,2055,3955,3708
"LARGO, CHIEF",0.005154639175257732,1.7347559227052583e-05,0.3988785046728972,0.004812946582410444,2237,1654,1849,1957
"LARROCA, SALVADORE",0.00359262730396751,0.0,0.4059606848446417,0.0052701231892609375,2918,4067,1604,1827
LASHER / ,0.0039050296782255542,5.404039127197072e-08,0.3705933429811867,0.0019409978997485921,2721,3733,3581,3396
"LATHAM, JORGE",0.0028116213683223993,3.31325120471809e-07,0.39920184573174533,0.005174937636128122,3463,3340,1840,1868
"LAU, KING",0.0014058106841611997,1.558721102899742e-06,0.3692254455274237,0.0008813670594599437,5057,2844,3767,4798
"LAVEAU, MARIE",0.004217432052483598,4.872217659935488e-05,0.3909618320610687,0.0026762037667052286,2569,1160,2213,2852
"LAVENDER, MAXINE",0.0032802249297094657,2.954992662765883e-06,0.3641223979069503,0.0018277770626918069,3094,2561,4267,3500
LAYLA,0.0006248047485160887,2.6715683477389093e-08,0.3261002444987775,0.00015140025099792795,6020,3855,6185,6226
LEADER / SAM STERNS,0.029678225554514215,0.0004141930862601406,0.4795864858790921,0.029898865393282684,335,415,243,245
LEAD-IN,0.0028116213683223993,0.0,0.3716259360306496,0.003261396281055302,3463,4067,3470,2543
LEAP FROG / LANG,0.0007810059356451108,0.0,0.3605135713481248,0.0006900913156051257,5841,4067,4487,5113
LEAP-FROG / VINCENT PA,0.012027491408934707,0.00012346235354814577,0.44115214994487323,0.01009018060490737,984,771,750,1031
"LEASH, MICAH",0.0010934083099031551,0.0,0.34876879494443236,0.000515953334233615,5492,4067,5230,5427
LEATHER / ,0.00046860356138706655,0.0,0.3342731829573935,0.0002478281673849091,6167,4067,6001,6002
"LEBEAU, JACQUE",0.005935645110902842,7.236829614234385e-06,0.35799362523066597,0.001066459754213845,1994,2115,4635,4444
"LEBEAU, JEAN-LUC",0.008122461730709154,9.496595986705922e-05,0.38163934426229507,0.0031773421883927074,1488,869,2741,2574
"LEBEAU, MERCY",0.005467041549515776,7.971963982718462e-06,0.3675297089385154,0.0016287646940615131,2133,2055,3955,3707
"LECLAIRE, PROFESSOR",0.005623242736644799,1.5714775895118148e-06,0.4219615080411284,0.00790874748853641,2087,2840,1129,1292
"LEEBRE, VEEDA",0.0018744142455482662,1.3310521406799122e-08,0.3463536031162086,0.0010175822899792756,4385,3919,5344,4550
LEECH,0.033583255232739764,0.0007766047463292361,0.458628841607565,0.022874370712107517,288,284,478,388
"LEEDS, BETTY BRANT",0.06950952827241487,0.0033437475709670594,0.4844128329297821,0.03238466839546271,100,94,199,217
"LEEDS, NED",0.028897219618869104,0.0002633018322653568,0.46536308788253256,0.019889948082613226,348,528,389,478
"LEE, LITTLE LARRY",0.0018744142455482662,0.0,0.370186191742801,0.002338834822283845,4385,4067,3626,3065
LEESHA,0.0007810059356451108,0.0,0.3701433857539315,0.0010730002038091904,5841,4067,3647,4437
"LEE, STAN",0.028428616057482037,0.000398602573373112,0.47094306311608064,0.026451053927453262,354,422,324,306
"LE FEY, MORGAN",0.024367385192127458,0.0002471970859683299,0.4667541557305337,0.022983751621256217,425,542,374,385
"LEFLER, BOB",0.0007810059356451108,0.0,0.3504296896381849,0.00037516300465477925,5841,4067,5149,5691
LEFT HAND / DIEGO CASS,0.006248047485160887,4.174575840121927e-06,0.3847818247385503,0.004751460970086184,1895,2401,2549,1980
LEFT-WINGER / HECTOR L,0.005310840362386754,2.1422554917641358e-06,0.40117809249279357,0.006676191285553861,2184,2707,1759,1510
LEGAULT,0.004061230865354577,8.301034906758649e-07,0.3476513711648113,0.0014962307021019168,2650,3075,5280,3869
LEGION,0.0007810059356451108,0.0,0.34165866154338775,0.0003977896458510591,5841,4067,5730,5629
LEGION II / DAVID HALL,0.02374258044361137,0.0001754617146472261,0.44045407636738904,0.019668446837354664,439,656,762,486
LEGS II / ,0.001718213058419244,0.0,0.3413853783394657,0.000352920535818556,4561,4067,5737,5750
LEGS / ,0.0032802249297094657,4.593258113776327e-06,0.3574539363484087,0.000992503835506312,3094,2358,4671,4605
"LEIGHTON, BRIAN",0.0006248047485160887,0.0,0.3309211206450946,0.00020034941545772736,6020,4067,6069,6109
"LEI KUNG, THE THUNDE",0.005779443923773821,3.463244153577192e-05,0.40552353202001645,0.0037607750702954106,2050,1312,1617,2331
LEIR,0.008591065292096219,9.975666767217233e-06,0.37973782549380153,0.005857319577261784,1414,1929,2849,1665
"LELAND, HARRY",0.012027491408934707,0.00017557331249931133,0.4459770114942529,0.011759250123929968,984,655,672,886
"LENO, JAY",0.0021868166198063103,0.0,0.37166908563134976,0.00208889872216942,4042,4067,3465,3257
LEO / DANIEL RADFORD,0.006404248672289909,2.690918668110797e-06,0.4040136312003029,0.0066970318107916395,1854,2614,1662,1505
LEO II / ,0.0039050296782255542,0.0,0.34248114267372815,0.0012164746784806464,2721,4067,5658,4259
"LEONARD, DR.",0.0023430178069353325,0.0,0.3450840879689521,0.0012676413893490108,3856,4067,5445,4164
LEONINUS,0.0007810059356451108,0.0,0.29992972593113143,3.663298320863381e-05,5841,4067,6347,6362
LEONUS / LIONUS [INHUM,0.008903467666354263,1.434783503146824e-05,0.3993512569396794,0.007247934165569508,1370,1752,1831,1396
"LEOPOLD, ARCHER",0.001718213058419244,4.358002384171564e-08,0.3959918352198924,0.0026665172799517326,4561,3760,2008,2855
"LEQUARRE, GERRY",0.0023430178069353325,6.520996082898002e-06,0.38455069678039405,0.001364446615693329,3856,2163,2567,4037
"LESTRADE, DR.",0.0014058106841611997,0.0,0.3634196185286104,0.0009926965300557178,5057,4067,4304,4603
LETHA,0.01296469853170884,6.419855110200489e-05,0.4500210881484606,0.013400646927386501,893,1049,606,784
"LETTERMAN, DAVID",0.002499218994064355,3.8151242133098187e-05,0.391248548554666,0.002928684202052206,3730,1277,2204,2705
LEVAN,0.004061230865354577,1.4701961075313917e-06,0.4052411697683251,0.005251794727342751,2650,2873,1625,1829
"LEVESSEUR, LARENT",0.0018744142455482662,0.0,0.36801563577833984,0.002051518700096414,4385,4067,3889,3295
LEVIATHAN II / EDWARD,0.004686035613870665,1.2139203743681471e-06,0.40120323369054334,0.004529867997977944,2377,2936,1758,2056
LEVIATHAN IV,0.0023430178069353325,3.691233930053255e-06,0.3873426911907067,0.0019173300717088267,3856,2467,2394,3419
LEVIATHAN,0.0009372071227741331,0.0,0.35315533980582525,0.0007707861753559336,5676,4067,4915,4966
LEVIATHAN VI,0.001718213058419244,0.0,0.38573236127010907,0.0021421580125109926,4561,4067,2495,3205
LEVIATHAN V,0.0018744142455482662,0.0,0.3546225004154434,0.0006230880472292386,4385,4067,4814,5219
"LEVINE, ABBY",0.0037488284910965324,0.0,0.373098665423393,0.0022988921893542756,2830,4067,3328,3093
"LEVIN, MAJOR DEBRA",0.007653858169322086,1.2520756583504033e-05,0.3826429980276134,0.005244808917454066,1561,1817,2676,1836
LEVITICUS,0.0007810059356451108,0.0,0.3323124837788736,0.00020851149991276137,5841,4067,6040,6097
"LEWIS, DET. GARON",0.00499843798812871,3.7932325912796828e-06,0.37285963890506696,0.001964092453028564,2281,2451,3342,3379
"LEWIS, DEVON",0.012339893783192751,0.00014429539645580776,0.39955064594645195,0.0048841748114294035,947,711,1825,1943
"LEWIS, SHIRLEY WASHI",0.018900343642611683,0.0005622851354413663,0.4315470171890799,0.010934557260882776,606,345,937,944
LIBERATOR / PRINCE TRI,0.0037488284910965324,2.5702186759067048e-06,0.32763561924257933,0.00021998286295031515,2830,2638,6141,6058
LIBERTY GIRL / BEV,0.004373633239612621,1.3292930357775597e-05,0.35799362523066597,0.001048800791310632,2505,1782,4635,4476
LIBRA / GUSTAV BRANDT,0.01952514839112777,0.0001527814813067238,0.44255495644960596,0.015318615783778097,575,692,728,671
LIBRA III / ,0.0015620118712902217,0.0,0.3891083692943536,0.0029159428808873135,4812,4067,2293,2708
LIBRA IV / ,0.0039050296782255542,0.0,0.34248114267372815,0.0012164746784806462,2721,4067,5658,4261
LIBRITO,0.0032802249297094657,7.308903966295261e-06,0.3266993263931415,0.0001609519892131444,3094,2101,6160,6173
LICH,0.0031240237425804434,2.7993590093474616e-08,0.3715827964478496,0.0017817249514952807,3214,3845,3483,3550
LIFEFORCE,0.005154639175257732,1.876240564713546e-06,0.38406623072769813,0.004549607773556188,2237,2769,2594,2049
LIFELINE / DEACON,0.002655420181193377,0.0,0.36801563577833984,0.001670290545098302,3591,4067,3889,3636
LIGHTMASTER / EDWARD L,0.005935645110902842,3.3952651590091503e-06,0.3897716894977169,0.004050334185171029,1994,2499,2256,2201
LIGHTNINGBOLT II / RAN,0.001718213058419244,0.0,0.3203242269588712,8.819261146049098e-05,4561,4067,6283,6328
LIGHTNING FIST,0.0020306154326772885,0.0,0.38211770323504834,0.0015555820929841117,4200,4067,2706,3785
LIGHT,0.004842236800999687,5.96244509852684e-07,0.35612171107526286,0.0019586513697439126,2327,3164,4727,3381
LIGHTSPEED / JULIE POW,0.032489846922836615,0.0006771879091500504,0.46080760095011875,0.023975982637982816,302,304,451,364
LILANDRA NERAMANI [S,0.05670103092783505,0.0011361648216425737,0.49398148148148147,0.04289053549980885,139,229,122,117
LILITH / ANGEL O'HARA / ,0.007341455795064043,0.000589273324894736,0.4202441906262308,0.007059762435619672,1640,329,1177,1428
LILITH II,0.00499843798812871,2.3158210822037058e-05,0.3787717429889954,0.0012544946693715587,2281,1531,2905,4201
"LILLIAN, BEA",0.0012496094970321774,0.0,0.32359482410028306,0.00011943800683967487,5271,4067,6239,6275
LINAK,0.0020306154326772885,0.0,0.3737084816998424,0.002683618862966184,4200,4067,3283,2846
"LINCOLN, WILLIAM WIL",0.0015620118712902217,1.5459472043688911e-06,0.3571149662520221,0.0010385890399171238,4812,2845,4690,4492
LINK,0.00359262730396751,9.708557476739786e-07,0.33117790078112874,0.0002334349341495076,2918,3013,6046,6023
"LIN, MEI",0.0014058106841611997,0.0,0.32643279624719557,0.0001548667781957027,5057,4067,6177,6214
"LIN, PAULA",0.001718213058419244,4.1833067278511527e-08,0.33241601329248666,0.0002529582847629541,4561,3769,6030,5996
LIONMANE / GEN. LO CHI,0.0021868166198063103,0.0,0.38529128550794417,0.0023793636149211437,4042,4067,2521,3026
"LIPSCOMB, DR. ANGELA",0.005154639175257732,6.26042979581419e-05,0.40777070063694265,0.005814980021065087,2237,1062,1546,1675
"LIPTON, LAURA",0.0028116213683223993,1.98733164504877e-06,0.37394859813084114,0.0026368495137369524,3463,2744,3270,2869
"LIPTON, MILES",0.0018744142455482662,0.0,0.3702718334297282,0.002113921350768499,4385,4067,3615,3227
"LIPTON, TRENTON III",0.0015620118712902217,0.0,0.32933792890580793,0.00025362112865465756,4812,4067,6096,5992
"LITTLE, ABNER",0.003436426116838488,2.8638481618527395e-06,0.37812296970054926,0.002253472332840346,3010,2585,2961,3129
"LITTLETREE, LINDA",0.0010934083099031551,4.2736665964693496e-07,0.3359042971824335,0.00030635860679977645,5492,3263,5932,5855
"LITTLEWING, SUSIE",0.0023430178069353325,0.0,0.3553113553113553,0.0011586879589510182,3856,4067,4775,4342
LIVEWIRE / RANCE PREST,0.0078100593564511085,1.2868173844314467e-05,0.4172586847422277,0.007668647829147895,1526,1801,1248,1329
LIVING ERASER,0.0012496094970321774,1.865032516259683e-06,0.3769208124816014,0.0018045142644611716,5271,2776,3054,3524
LIVING LASER / ARTHUR,0.01296469853170884,3.314990687569625e-05,0.43277225714865136,0.01424535428160818,893,1331,917,736
LIVING LIGHTNING / MIG,0.05654482974070603,0.0014660291029747728,0.49095092024539877,0.04188771238521722,140,198,147,122
