,degree,betweenness,closeness,eigenvector,degree_rank,betweenness_rank,closeness_rank,eigenvector_rank
OMEGA II,0.0008547008547008547,3.6828972812255265e-06,0.33452466047176554,0.0011519181514707628,1996,908,1411,1724
OMEGA RED / ARKADY ROS,0.005555555555555556,3.5028315049292987e-05,0.35719737444664934,0.0090872678577744,754,633,569,491
OMNIBUS / LT. DALLAS,0.003418803418803419,4.203724058952571e-06,0.3368360443356845,0.0023692006107204487,1126,891,1367,1204
ONE ABOVE ALL [CELES,0.005128205128205128,2.848759946574727e-05,0.34523458247270583,0.0047885520210067724,808,658,1087,771
ONEG,0.0008547008547008547,0.0,0.22023529411764706,2.006464214639429e-06,1996,1310,2338,2338
"O'NEIL, BRIDGET",0.0017094017094017094,0.0,0.3406609404571262,0.0038782706479341704,1649,1310,1198,875
"O'NEILL, DET. BRADY",0.005555555555555556,2.9557352087550386e-06,0.33859065258283894,0.0029547508585834477,754,933,1257,1059
ONSLAUGHT II,0.012393162393162393,2.2912807602006662e-05,0.39407207814078815,0.026464830953863826,335,682,236,202
ORACLE / LADY SIBYL,0.010683760683760684,0.0005552102736177436,0.352622061482821,0.009519383935628949,382,313,689,472
ORB,0.00042735042735042735,0.0,0.29411764705882354,0.00024823165894486787,2176,1310,2085,2125
ORIKAL,0.002136752136752137,3.045107790725576e-08,0.33761361996825856,0.0019226508009357426,1489,1304,1332,1366
ORINI,0.001282051282051282,0.0,0.32902137232845896,0.0012735416886246302,1804,1310,1576,1636
ORKA,0.007692307692307693,5.285827245895921e-06,0.3616692426584235,0.008288496224843634,530,874,489,526
ORPHAN-MAKER / PETER,0.0008547008547008547,0.0,0.33476394849785407,0.0012122216018280335,1996,1310,1402,1677
"OSBORN, HARRY",0.024786324786324785,0.00031768099405219725,0.3795004865390853,0.009752731859268194,173,356,300,461
"OSBORN, LIZ ALLAN",0.025213675213675214,0.0010034293842024796,0.4099509460406447,0.019703498228535694,167,229,189,271
"OSBORN, NORMIE",0.011538461538461539,1.004440217149883e-05,0.35129860381324124,0.0048435534611006624,361,786,746,760
OUTLAW / NIGEL HIGGINS,0.0017094017094017094,0.0,0.29180695847362514,0.00020833262407680267,1649,1310,2111,2139
OVERBOSS DIXON,0.002136752136752137,9.135323372176728e-08,0.2613649056182285,6.949787838543492e-05,1489,1258,2264,2251
OVERMIND / GROM,0.007692307692307693,3.1468478262432097e-05,0.36960985626283366,0.009966241422593062,530,641,388,453
OVERRIDE / DR. GREGORY,0.0017094017094017094,0.0008547008547008544,0.3472840605520926,0.0016672546509043328,1649,267,961,1462
OWL / LELAND OWLSLEY,0.002136752136752137,0.0,0.3556231003039514,0.0034915370026794325,1489,1310,607,942
OX,0.001282051282051282,0.0,0.34759358288770054,0.001964638204312324,1804,1310,942,1347
OX III,0.0008547008547008547,0.0,0.25782282944028206,2.844796137733992e-05,1996,1310,2288,2304
OZYMANDIAS,0.004700854700854701,8.96369064310938e-05,0.3691433980123048,0.007796917625350857,861,528,393,554
"PAGE, KAREN",0.019230769230769232,0.0017770990608217145,0.39467026480013495,0.014778680258448909,229,174,232,342
"PAIBOK, CAPT. [SKRUL",0.0029914529914529912,0.0,0.34110787172011664,0.004731551261625184,1243,1310,1187,779
PALADIN / PAUL DENNIS,0.008974358974358974,0.0002608771463514595,0.37584323803405073,0.007678525452526401,442,378,334,562
"PALERMO, HARRIET ROS",0.005555555555555556,8.370178947307543e-07,0.34811068134483786,0.0030506000661900587,754,1057,894,1029
"PALERMO, VICTOR",0.005555555555555556,8.370178947307543e-07,0.34811068134483786,0.0030506000661900574,754,1057,894,1030
PARALYZER,0.006837606837606838,7.843660795091411e-06,0.3620609624013616,0.009447137405109409,605,824,481,476
"PARETSKY, DR. GARY",0.005128205128205128,2.3630560958582053e-06,0.332433584315954,0.0028641905099076317,808,950,1475,1084
PARIS,0.004700854700854701,3.6541293488706915e-08,0.3369815668202765,0.002361487092097092,861,1298,1355,1211
"PARKER, BEN",0.0008547008547008547,0.0,0.3471295060080107,0.001469920226254147,1996,1310,992,1558
"PARKER, MARY (ROBOT)",0.002564102564102564,1.0440369568201974e-07,0.34764522359233396,0.0019788144526920962,1362,1256,937,1340
"PARKER, MAY",0.049145299145299144,0.004878996102977569,0.42864993588569333,0.02747995356677084,70,89,131,195
"PARKER, RICHARD (ROB",0.002564102564102564,1.0440369568201974e-07,0.34764522359233396,0.001978814452692093,1362,1256,937,1341
PATCH II,0.00042735042735042735,0.0,0.2505353319057816,4.74229264231767e-05,2176,1310,2315,2284
PATHWAY / LAURA DEAN,0.00811965811965812,1.3320043132957853e-05,0.34646135623334323,0.006861380302079265,497,736,1044,608
PATRIOT / JEFF MACE,0.0038461538461538464,0.0,0.3561101810987673,0.0030067356904682433,1005,1310,589,1043
PEACEKEEPER / JOSHUA,0.001282051282051282,0.0,0.3314447592067989,0.001157005236222408,1804,1310,1495,1722
"PEARSON, MARCY",0.0029914529914529912,0.0,0.3385416666666667,0.001960643543094865,1243,1310,1262,1348
PEATOR,0.004700854700854701,1.9465500161243996e-06,0.3655107778819119,0.008805477103691743,861,964,435,504
PEMBROKE,0.00042735042735042735,0.0,0.29714285714285715,0.0002298004717010347,2176,1310,2060,2133
PENANCE III,0.002564102564102564,0.0,0.296878964729764,0.0012360930514373134,1362,1310,2068,1655
PENANCE / MONET ST. CR,0.010256410256410256,1.0301015289359595e-05,0.29900332225913623,0.00197416299116666,395,779,2044,1343
"PENNYWORTH, J.C.",0.0017094017094017094,0.0,0.3392779469334493,0.002884717549775507,1649,1310,1231,1077
PERRIKUS,0.003418803418803419,4.141346595386783e-07,0.33751622674167026,0.0019185961876228674,1126,1146,1333,1368
PERSUASION / KARA KILL,0.010256410256410256,2.5096393488484538e-05,0.34687222057515565,0.007405646147649373,395,672,1031,577
PERUN,0.007264957264957265,0.0,0.3580171358629131,0.007342847844742341,562,1310,557,580
PESTILENCE / CAPT. F.R,0.002564102564102564,0.0,0.3170731707317073,0.003251327589221369,1362,1310,1849,986
"PETROVITCH, IVAN",0.0059829059829059825,5.932451406370341e-05,0.35851080128696183,0.007015718408449499,702,577,543,596
PHANTAZIA / ,0.0017094017094017094,0.0,0.30608240680183124,0.0013068646787014835,1649,1310,1983,1632
PHANTOM RIDER II / HAM,0.002136752136752137,0.0,0.3395240858966918,0.0038790654115783084,1489,1310,1223,874
PHARAOH RAMA-TUT,0.04230769230769231,0.0021922907141972525,0.45525291828793774,0.07129205123591713,89,149,70,60
PHASTOS [ETERNAL],0.004700854700854701,8.120287441934868e-08,0.3125834891798023,0.0014058433403979747,861,1275,1908,1585
PHOBIUS,0.0029914529914529912,1.6808995004805177e-06,0.25756741882223444,0.00012505595310288646,1243,975,2293,2206
PHOENIX II,0.011965811965811965,1.5359909413069172e-05,0.3623973981725259,0.016220891680812612,349,714,475,315
PHOENIX III / RACHEL S,0.03675213675213675,0.0039380354165038595,0.430939226519337,0.04197376067526118,111,106,124,125
"PIERCE, ALEXANDER GO",0.008547008547008548,0.0001307176253709245,0.34977578475336324,0.0033602754199381375,468,481,819,972
"PIERCE, DONALD",0.010256410256410256,6.352938994893962e-05,0.35524517989980264,0.011980647379631166,395,566,618,405
PILEDRIVER II / BRIAN,0.02264957264957265,0.00018904520640527367,0.42491374614127475,0.037362400554722085,182,439,141,146
PILGRIM,0.0017094017094017094,0.0,0.30512452731777284,0.00040863238948390474,1649,1310,1989,2080
PIPELINE / CORMICK GRI,0.00641025641025641,0.000872919686533536,0.35214446952595935,0.007360050132299764,653,250,703,578
PIP / PRINCE GOFERN,0.026495726495726495,6.431015288681741e-05,0.4373014389833676,0.05376829765558181,160,564,100,93
PIRANHA,0.00042735042735042735,0.0,0.3282828282828283,0.0009549791561216616,2176,1310,1613,1823
PISCES / NOAH PERRICON,0.005128205128205128,6.690657889277821e-05,0.3383458646616541,0.0016231544155253822,808,557,1277,1480
PLAGUE,0.00641025641025641,0.0,0.3471295060080107,0.00769632903209659,653,1310,992,560
PLANTMAN / SAM SMITHER,0.0059829059829059825,6.813899583951876e-05,0.37815126050420167,0.008158349979287952,702,556,312,535
"PLUNDER, ADAM KYLE M",0.002564102564102564,8.930035368691018e-06,0.31042716901034756,0.0009710283231781596,1362,807,1946,1810
PLUNDERER / LORD EDGAR,0.002564102564102564,9.640188518209288e-07,0.33438125178622463,0.0027793333514938485,1362,1039,1423,1101
PLUTO [OLYMPIAN],0.007264957264957265,1.8605851360454624e-05,0.3660826032540676,0.007857257221982208,562,700,426,548
POISON / CECILIA CARDI,0.00042735042735042735,0.0,0.25077697995927556,1.3018237471634526e-05,2176,1310,2311,2325
POLARIS / LORNA DANE,0.06581196581196581,0.0038618615077829857,0.4583741429970617,0.08083894303945348,49,109,61,45
POLARIS | MUTANT X-V,0.0038461538461538464,2.436086232580461e-07,0.317805242428358,0.0009544975580573007,1005,1188,1830,1830
"PONG, WU",0.002136752136752137,0.0,0.3384437373445184,0.0019866322871820753,1489,1310,1268,1338
POPPA WHEELER,0.002564102564102564,0.00017030042025010045,0.3301354401805869,0.0011490569993051988,1362,455,1518,1729
PORCUPINE / ALEX GENTR,0.0038461538461538464,2.463471509511375e-05,0.36072144288577157,0.004179274976367377,1005,674,510,842
PORTAL / CHARLES LITTL,0.00042735042735042735,0.0,0.310098065200106,0.0005841184931339037,2176,1310,1952,1988
POSITRON / RONNIE,0.002564102564102564,4.367547463559385e-07,0.3484216795711733,0.003938512896425168,1362,1140,884,869
"POTTER, BETSY BEATTY",0.001282051282051282,0.0,0.3297632468996618,0.0012049024243040783,1804,1310,1536,1681
POUNDCAKES / MARIAN PO,0.0017094017094017094,1.612293115297658e-05,0.35955746773202213,0.002947738622122155,1649,709,530,1060
POWELL,0.0029914529914529912,4.7411764408167465e-05,0.30139103554868624,0.0005429266493894999,1243,604,2032,2010
"POWELL, GRACE",0.004273504273504274,9.733668978131793e-06,0.31312725812926534,0.0006965877864916439,937,794,1897,1945
"POWELL, JASON",0.004273504273504274,9.733668978131793e-06,0.31312725812926534,0.000696587786491645,937,794,1897,1943
"POWELL, JONATHAN",0.004273504273504274,9.733668978131793e-06,0.31312725812926534,0.0006965877864916446,937,794,1897,1944
"POWELL, OFFICER MIKE",0.0029914529914529912,3.3281544675002444e-06,0.3130016051364366,0.0006786250063567642,1243,920,1901,1955
"POWER, DR. JIM",0.006837606837606838,9.576569688789613e-05,0.34951456310679613,0.006068221110839194,605,525,831,662
POWERHOUSE / RIEG DAVA,0.002564102564102564,3.6541293488706906e-07,0.32275862068965516,0.0009352809622699959,1362,1154,1706,1842
POWER MAN / ERIK JOSTE,0.02863247863247863,0.002058324795446999,0.40873362445414846,0.03290161144543022,151,160,196,164
POWER MAN III / STEELE,0.001282051282051282,0.0,0.31208322219258466,0.0005020524767964491,1804,1310,1924,2029
"POWER, MARGARET",0.00641025641025641,7.439402104867897e-06,0.34946236559139787,0.006063943055036188,653,831,834,663
POWER PRINCESS / ZARDA,0.011111111111111112,0.0002288804860861212,0.3443708609271523,0.005578392956944124,374,392,1104,693
POWERSURGE / ILLARION,0.00042735042735042735,0.0,0.3377598152424942,0.0012226788388201683,2176,1310,1314,1664
PRADDA FOL,0.002136752136752137,6.699237139596266e-07,0.3203723986856517,0.0008799937973559737,1489,1085,1770,1872
"PRENTISS, BETTY DEAN",0.0008547008547008547,0.0,0.3358208955223881,0.0016920163231299232,1996,1310,1378,1454
PRETTY BOY,0.0038461538461538464,4.195865735508558e-05,0.3350035790980673,0.0017322651588287624,1005,614,1397,1438
PRETTY PERSUASIONS / H,0.003418803418803419,2.89639362246883e-06,0.32865168539325845,0.0029852841824972083,1126,937,1598,1049
PREYY,0.0017094017094017094,0.0,0.31784841075794623,0.0008097543813846862,1649,1310,1822,1912
PRIMUS,0.00042735042735042735,0.0,0.3507719982011692,0.0014456122137333884,2176,1310,786,1564
PRINCE REY,0.001282051282051282,0.0,0.334429041017579,0.0011605698211998386,1804,1310,1419,1718
PRINCESS FEN [ATLANT,0.00042735042735042735,0.0,0.3282828282828283,0.0009549791561216616,2176,1310,1613,1823
PRINCESS PEARLA,0.00042735042735042735,0.0,0.33519553072625696,0.0011890557585575057,2176,1310,1388,1711
PRINCESS PYTHON / ZELD,0.007264957264957265,0.0003592885737628365,0.3531009506564056,0.002932853073237696,562,345,679,1063
PRINCESS SANDELLA,0.0029914529914529912,1.4616517395482765e-06,0.3084629580806749,0.0006474096689436052,1243,995,1958,1965
PRINCESS ZANDA,0.001282051282051282,8.677111215242358e-07,0.3180644284355036,0.0007875722298690805,1804,1052,1814,1924
PROCTOR,0.002564102564102564,0.0,0.3413566739606127,0.0052704741788407805,1362,1310,1178,712
"PROCTOR, COORDINATOR",0.002564102564102564,0.0,0.3106744556558683,0.0015436621680707293,1362,1310,1943,1513
PRODIGAL / ,0.001282051282051282,0.0,0.33606204222317965,0.0025225525831651216,1804,1310,1376,1164
PROFESSOR POWER / ANTH,0.002564102564102564,0.0,0.3436627992363049,0.005128285478861015,1362,1310,1123,733
PROFESSOR X / CHARLES,0.11581196581196582,0.014927057125849866,0.4972375690607735,0.11731086051103395,18,33,18,17
PROFESSOR X | MUTANT,0.002136752136752137,0.0,0.31763268630378716,0.0009166390825222407,1489,1310,1840,1852
PROJECTOR / ,0.0008547008547008547,0.0,0.3302286198137172,0.001239073280921585,1996,1310,1512,1651
PROMETHEUS II,0.0017094017094017094,0.0,0.3344768439108062,0.0015243701589997228,1649,1310,1417,1536
PROSH,0.002136752136752137,0.0,0.3340948029697316,0.003126730680555759,1489,1310,1442,1018
PROTEUS II,0.002564102564102564,0.0,0.3504043126684636,0.005160810697510649,1362,1310,802,729
PROTOCIDE / PRIVATE CL,0.002564102564102564,1.4004492915497203e-06,0.354814253222138,0.00280528414097413,1362,999,632,1096
"PROUST, PAUL",0.00042735042735042735,0.0,0.27923627684964203,0.00013242384471378875,2176,1310,2157,2197
PROWLER / HOBIE BROWN,0.004700854700854701,1.4586679710986364e-05,0.3533675626698882,0.003952890675067504,861,723,671,868
PSI-BORG / ,0.002136752136752137,1.4108999430361836e-06,0.3226696083838941,0.001192329520964228,1489,998,1708,1707
PSI-LORD / FRANKLIN BE,0.008547008547008548,0.0005849591527500883,0.35470668485675305,0.00939253264679972,468,307,637,480
PSYCHO-MAN,0.002564102564102564,0.0,0.34800713860797144,0.0067338301411505215,1362,1310,904,619
PSYLOCKE / ELISABETH B,0.07521367521367521,0.005141319780055449,0.4780388151174668,0.09318863138403762,41,86,35,33
PSYNAPSE,0.004700854700854701,0.0,0.3473871733966746,0.00718021597928461,861,1310,955,588
PUCK / EUGENE MILTON J,0.050854700854700854,0.005124714783538251,0.4468206988734008,0.06629333691871955,68,88,87,69
"PUENTES, DONNA MARIA",0.0017094017094017094,8.851113311709009e-07,0.3514568939621508,0.002209643198950951,1649,1047,733,1258
PUFF ADDER,0.007692307692307693,6.231630877773136e-06,0.35331420806281144,0.002341581328642206,530,843,673,1216
PUMA / THOMAS FIREHEAR,0.00811965811965812,1.1939892078239834e-05,0.35071942446043164,0.003719652164286843,497,761,794,898
PUNCHOUT,0.001282051282051282,0.0,0.26171569175707415,0.00015263514934803316,1804,1310,2260,2183
PUNISHER II / FRANK CA,0.03076923076923077,0.019540070629063423,0.41175435509414043,0.017911890939973106,138,23,185,294
PUPPET MASTER / PHILLI,0.014102564102564103,0.0003549551359633265,0.41306266548984993,0.027525437819578297,296,346,182,194
PUPPY,0.0029914529914529912,0.0,0.34200526161940953,0.00560622810916356,1243,1310,1157,688
PURPLE MAN / ZEBEDIAH,0.00042735042735042735,0.0,0.3291139240506329,0.0009157885162193993,2176,1310,1571,1853
"PUSHKIN, IVAN",0.002136752136752137,2.436086232580461e-07,0.2574823943661972,3.0795046024784955e-05,1489,1188,2294,2300
PYLLAR,0.006837606837606838,0.0,0.31651562288651425,0.0031571691533559213,605,1310,1855,1006
PYRO / ALLERDYCE JOHNN,0.021794871794871794,0.0003220959168949792,0.3958721028590763,0.03128645153453339,200,354,227,173
QNAX,0.00042735042735042735,0.0,0.33433347621088727,0.0011298996369302004,2176,1310,1430,1736
QUAGMIRE,0.005128205128205128,2.0872091751563008e-05,0.32423444644589167,0.0015618668877249095,808,688,1665,1508
"QUARTERMAIN, CLAY",0.008974358974358974,6.19441163385062e-05,0.3445737004859373,0.005043448979868275,442,572,1099,738
QUASAR II,0.0017094017094017094,1.8270646744353456e-07,0.29582806573957016,0.0008006610879857149,1649,1210,2081,1917
QUASAR III / WENDELL V,0.07307692307692308,0.010333521795758173,0.47716150081566067,0.08943701988355218,44,49,36,37
QUASIMODO,0.00042735042735042735,0.0,0.3377598152424942,0.0012226788388201683,2176,1310,1314,1664
QUEEN DIVINE JUSTICE,0.005555555555555556,3.747270485423465e-06,0.31893144336922447,0.001080350336225503,754,907,1800,1770
QUEEN KNORDA / NORA QU,0.003418803418803419,0.0,0.37107516650808753,0.009114416446432714,1126,1310,372,490
QUENTINO,0.002564102564102564,0.0,0.3013522215067611,0.0005424280051352478,1362,1310,2033,2011
QUESTA,0.0008547008547008547,0.0,0.3206357906275692,0.0009028043396759995,1996,1310,1764,1864
QUICKSAND,0.0029914529914529912,0.00013182663690414431,0.35818153987448337,0.0037436064003127743,1243,478,548,894
QUICKSILVER / PIETRO M,0.09444444444444444,0.012392174251670328,0.4921135646687697,0.1079265939951962,30,41,20,26
"QUINN, PAMELA",0.002136752136752137,9.135323372176728e-08,0.302599249967671,0.00041333895098486087,1489,1258,2018,2074
RADIOACTIVE MAN / DR.,0.004700854700854701,3.438792947513268e-08,0.36804026423403585,0.010948551008555815,861,1301,406,430
RADIUS / JARED CORBO,0.009401709401709401,1.2565696896589944e-05,0.3239202657807309,0.005265668933435483,427,753,1671,715
RAGE / ELVIN DARYL HAL,0.025213675213675214,0.0005262307163806601,0.4295942720763723,0.040112918520537895,167,316,127,134
"RAHN, TAMARA",0.002564102564102564,3.3980660375568234e-06,0.33883579496090355,0.0028404081530606115,1362,919,1250,1090
RALF,0.0017094017094017094,0.0,0.32925284930350357,0.0009489741519142327,1649,1310,1555,1832
"RALSTON, SENATOR ROB",0.002136752136752137,0.0,0.3547604608853851,0.002896586668751689,1489,1310,636,1073
"RAMBEAU, FRANK",0.002136752136752137,1.1676166606093222e-06,0.3353396388650043,0.0036739877193284246,1489,1018,1386,906
"RAMBEAU, MARIA",0.0017094017094017094,1.672369802514277e-06,0.33732160876459566,0.0029769070298595224,1649,976,1341,1051
RAMBO,0.0017094017094017094,1.2180431162902304e-07,0.2592510525149568,1.8706117738331407e-05,1649,1244,2282,2320
"RAMIREZ, ALMA",0.0017094017094017094,0.0,0.3509298140371926,0.001619873282064053,1649,1310,761,1483
"RAMIREZ, JAVIER",0.0017094017094017094,0.0,0.3509298140371926,0.0016198732820640533,1649,1310,761,1482
"RAMIREZ, LUIS",0.0017094017094017094,0.0,0.3509298140371926,0.001619873282064052,1649,1310,761,1484
RAMONDA,0.0038461538461538464,0.0,0.3180644284355036,0.0009575576818736245,1005,1310,1814,1821
RAMPAGE / STUART CLARK,0.0017094017094017094,0.0,0.34702654604775324,0.004280101453877716,1649,1310,1029,831
"RAM, SIR",0.009401709401709401,3.6184881199008386e-05,0.35529911934406316,0.007815764969888039,427,629,614,551
"RAND, HEATHER DUNCAN",0.00042735042735042735,0.0,0.3138412017167382,0.0004677210055047157,2176,1310,1879,2049
RANDI,0.005555555555555556,1.1315835167183648e-07,0.3482142857142857,0.0036491794247467103,754,1252,890,915
