,degree,betweenness,closeness,eigenvector,degree_rank,betweenness_rank,closeness_rank,eigenvector_rank
EXODUS / BENNET DUPARI,0.009829059829059829,6.530973765435095e-05,0.3490974190660898,0.006196866218995257,414,563,851,651
EXPEDITER II / ZOE CUL,0.003418803418803419,0.0024265318168366465,0.34759358288770054,0.0020271209679887893,1126,144,942,1323
EXPEDITER / JOHN WRAIT,0.0017094017094017094,0.0,0.3449292452830189,0.001997628482915061,1649,1310,1092,1331
"FAIRMONT, AMANDA MAN",0.001282051282051282,0.0,0.33707865168539325,0.0012886126064282583,1804,1310,1349,1635
"FAIRMONT, HANNAH",0.008974358974358974,1.4945506234892363e-05,0.3397212543554007,0.004543476506599497,442,720,1219,793
FALCONA [INHUMAN],0.002564102564102564,0.0,0.30809743252139565,0.0012041900119601115,1362,1310,1970,1682
FALCON / SAM WILSON,0.05042735042735043,0.005132181760619846,0.4574780058651026,0.061206029169345616,69,87,63,79
FALLEN | MUTANT X-VE,0.004273504273504274,2.436086232580461e-07,0.31784841075794623,0.0009642988310129613,937,1188,1822,1817
FALZON,0.003418803418803419,0.0,0.33342832715873466,0.004378390093940555,1126,1310,1449,819
FAMINE / AUTUMN ROLFSO,0.007264957264957265,3.3670968226768614e-07,0.3493058665472459,0.008372221234738558,562,1168,841,520
FANCY DAN,0.0017094017094017094,0.00042716772088298395,0.3472840605520926,0.0014415611592708548,1649,327,961,1575
FANDRAL [ASGARDIAN],0.03803418803418803,0.002684842211382871,0.4204096298957959,0.028094059518587677,104,131,158,192
FANTASMA,0.007264957264957265,0.0,0.3580171358629131,0.007342847844742341,562,1310,557,580
"FARGO, FLAGG",0.00042735042735042735,0.0,0.29411764705882354,0.00024823165894486787,2176,1310,2085,2125
"FARREL, MIKE",0.001282051282051282,0.0,0.35166816952209196,0.0024145621053043376,1804,1310,725,1192
FATALE / PAMELA GREENW,0.0029914529914529912,1.2350398956611612e-07,0.32667876588021777,0.0032413482747470027,1243,1243,1641,987
"FENSTER, RICHARD",0.002136752136752137,0.0,0.3470780183921685,0.0043493260181753585,1489,1310,1012,822
FERAL / MARIA CALLASAN,0.020085470085470087,0.00025903125091782336,0.36937647987371747,0.02515202126022605,225,381,389,215
FER DE LANCE / TERESA,0.007264957264957265,5.894756098473809e-07,0.3518796992481203,0.0021235673187601717,562,1106,718,1281
"FERGUSON, ISABEL",0.0017094017094017094,0.0,0.2574540653537243,3.050350856072352e-05,1649,1310,2296,2302
FEROCIA / ,0.0008547008547008547,0.0,0.35082458770614694,0.0014973534493522068,1996,1310,780,1544
FERON,0.0038461538461538464,0.0,0.3281447202355911,0.0028579053402254906,1005,1310,1618,1088
"FERRARI, CONNIE",0.002564102564102564,1.4004492915497203e-06,0.354814253222138,0.002805284140974127,1362,999,632,1097
FERRIS,0.0029914529914529912,0.0,0.3479553903345725,0.006617783317151447,1243,1310,910,626
FERRO2,0.00811965811965812,0.00018927960832715627,0.3288826423049895,0.0034807946450291323,497,430,1583,951
"FIELSTEIN, FIREWORKS",0.004700854700854701,1.000347683369837e-06,0.32418952618453867,0.0023880884025131266,861,1035,1666,1198
FIFOLET,0.001282051282051282,0.0,0.3206797313964643,0.0009119841004357661,1804,1310,1762,1857
FIN FANG FOOM / MIDGAR,0.002136752136752137,0.0,0.3384437373445184,0.001986632287182076,1489,1310,1268,1336
FIREBIRD / BONITA JUAR,0.017094017094017096,2.3508197867309454e-05,0.4049143450423949,0.03407947366688843,249,681,204,158
FIREBRAND / GARY GILBE,0.0008547008547008547,0.0,0.3378085751407536,0.0012348633180397862,1996,1310,1309,1659
FIRE EATER / TOMAS,0.002136752136752137,0.0,0.2719665271966527,0.00010880941437297336,1489,1310,2187,2209
FIREFALL III / ARCHIE,0.001282051282051282,0.0,0.2663631189527604,7.875689030880719e-05,1804,1310,2222,2235
FIREFALL IV / TARN,0.0038461538461538464,0.0,0.2468354430379747,1.8923393629824026e-05,1005,1310,2322,2316
FIREFIST / RUSTY COLLI,0.02094017094017094,0.00029069349278052945,0.3616692426584235,0.017463600134640846,208,363,489,302
FIRELORD / PYREUS KRIL,0.018376068376068377,0.0004867978811672919,0.4254545454545455,0.032143306325263056,234,317,140,168
FIRESTAR / ANGELICA JO,0.0594017094017094,0.01061622117888186,0.4666001994017946,0.07410426697813607,54,48,47,55
FIRESTRIKE / DALTON BE,0.002564102564102564,0.0,0.3257691772240011,0.002326379769069727,1362,1310,1647,1226
FIREWALL / THEARY / MIN,0.00641025641025641,4.479261120987724e-08,0.33248081841432225,0.004456115148745894,653,1293,1470,809
"FISK, VANESSA",0.005555555555555556,1.4025126455260868e-05,0.35368802902055624,0.004446230684618042,754,726,661,810
FITCH / ,0.001282051282051282,0.0,0.3224917309812569,0.0011074288086514313,1804,1310,1722,1763
"FITZROY, TREVOR",0.0038461538461538464,0.00013057226672423617,0.3403141361256545,0.002887536536510274,1005,482,1209,1076
FIXER II / PAUL NORBER,0.022222222222222223,0.0015866319480599734,0.4033787278055508,0.025815041106125293,193,191,210,205
FIXX,0.0017094017094017094,0.0,0.31784841075794623,0.0009370710649914969,1649,1310,1822,1836
FIZ [SKRULL],0.009829059829059829,0.0001379245164912941,0.36066584463625156,0.0177614712659274,414,475,513,297
FLAG-SMASHER,0.00042735042735042735,0.0,0.3507719982011692,0.0014456122137333884,2176,1310,786,1564
FLATMAN,0.003418803418803419,7.1257482472414e-07,0.3565442632942252,0.004410290431554449,1126,1075,579,814
FLEX / ADRIAN CORBO,0.008974358974358974,1.180792423059438e-05,0.3238754325259516,0.005157197350571896,442,764,1673,730
"FLORES, JAMIE",0.0029914529914529912,8.841182650836219e-06,0.3364002300172513,0.0031140882352732368,1243,810,1374,1020
FLY,0.00042735042735042735,0.0,0.3470780183921685,0.001198773680479419,2176,1310,1012,1690
FLYING TIGER,0.0038461538461538464,0.0,0.3076923076923077,0.0015627802551140158,1005,1310,1971,1507
"FONDOZZI, MICKEY",0.002564102564102564,8.221791034959055e-07,0.291879755519521,0.00020623714972775343,1362,1060,2102,2140
FONTANELLE / GLORIA DA,0.003418803418803419,1.3093963500119974e-06,0.32089961601755346,0.0009575101634727349,1126,1013,1756,1822
FOOL,0.005555555555555556,0.0,0.3710163310607262,0.010000001059750784,754,1310,374,450
FOOLKILLER II / GREG S,0.001282051282051282,0.001708670883531935,0.3472840605520926,0.0011990094758468444,1804,180,961,1688
FOOLKILLER III / KURT,0.0008547008547008547,0.0,0.25782282944028206,1.194860463658408e-05,1996,1310,2288,2330
FORCE / CLAYTON WILSON,0.0008547008547008547,0.0,0.33829694954460027,0.001763116738525515,1996,1310,1284,1421
FOREARM,0.010683760683760684,0.00022768749187215695,0.355893536121673,0.01275442621367778,382,394,603,390
FOREIGNER / RAFAEL BAS,0.004273504273504274,0.0,0.34800713860797144,0.0032109117380818165,937,1310,904,993
FORGE,0.04230769230769231,0.0062762066817354314,0.43413729128014844,0.0547241795514991,89,69,109,90
FORGOTTEN ONE / GILGAM,0.017094017094017096,0.0009449408556220525,0.3875455448824114,0.02410969896897261,249,233,255,225
"FORRESTER, CAPT. ALE",0.005128205128205128,0.0,0.3530476765238383,0.011506435789846014,808,1310,681,417
FORTUNATO,0.0029914529914529912,6.221222030995387e-07,0.34811068134483786,0.0021314965516749614,1243,1094,894,1278
"FORTUNATO, GIACOMO J",0.0017094017094017094,2.2629539568467098e-07,0.3478519399435112,0.0016481720981209376,1649,1200,917,1469
FOXBAT,0.005128205128205128,3.2347458739980324e-07,0.34935801731860255,0.008368749172457411,808,1172,839,522
FOXFIRE / OLIVIA UNDER,0.0059829059829059825,3.187112105832119e-07,0.2829846414318539,0.0008820270629778752,702,1173,2140,1871
FRANKENSTEIN MONSTER,0.00042735042735042735,0.0,0.3377598152424942,0.0012226788388201683,2176,1310,1314,1664
"FREEMAN, DEREK",0.00042735042735042735,0.0,0.3507719982011692,0.0014456122137333884,2176,1310,786,1564
"FREEMAN, DUANE JEROM",0.004700854700854701,0.0,0.3671740153773733,0.011348288999718655,861,1310,418,419
FREE SPIRIT / CATHY WE,0.0059829059829059825,1.1037706892629516e-05,0.3608326908249807,0.007903123434155987,702,771,506,547
FRENCHIE / JEAN-PAUL D,0.0059829059829059825,0.00028895606932578637,0.3508771929824561,0.0021171491411678526,702,364,769,1284
FRIDAY,0.0038461538461538464,0.0,0.340165721761884,0.002434436077407497,1005,1310,1213,1185
"FRIEDLANDER, SHARON",0.009401709401709401,4.0580941035531765e-06,0.35438437074057244,0.013524334600275625,427,897,647,371
FRIGGA,0.011111111111111112,7.259585661224368e-06,0.34021517883105556,0.005204680371771185,374,833,1212,724
FROG MAN / FROG LE BLA,0.0017094017094017094,0.0,0.27702142772581984,0.00019821834243326597,1649,1310,2161,2146
FROG-MAN II / EUGENE P,0.0008547008547008547,0.0008547008547008545,0.34718100890207715,0.0011988904032659861,1996,266,976,1689
"FROST, ADRIENNE",0.003418803418803419,0.0,0.2969920040614291,0.0013342880618898163,1126,1310,2063,1612
"FROST, CARMILLA",0.0029914529914529912,0.00021340115397404835,0.3292991837883479,0.0011290017524206268,1243,407,1548,1746
"FROST, CORDELIA",0.002564102564102564,0.0,0.296878964729764,0.0012360930514373134,1362,1310,2068,1655
"FUJIKAWA, RUMIKO",0.0029914529914529912,7.777548287608313e-07,0.3415061295971979,0.002971683755936727,1243,1069,1173,1054
FU MANCHU,0.0029914529914529912,3.963387819551029e-06,0.27689030883919064,8.024514898260074e-05,1243,898,2167,2228
"FUNARO, DONNA",0.002564102564102564,0.0,0.3257691772240011,0.002326379769069727,1362,1310,1647,1226
FURGAR,0.001282051282051282,0.0,0.26669705949395944,0.00015412929079694374,1804,1310,2210,2180
"FURY, COL. NICHOLAS",0.07051282051282051,0.020897344046861367,0.47551310709205447,0.0759612995566079,45,16,38,51
"FURY, NICK | MUTANT",0.001282051282051282,0.0,0.3175464784909757,0.000896434373360133,1804,1310,1844,1866
GABRIEL III,0.0008547008547008547,0.0,0.3299027209925278,0.0009964448225387554,1996,1310,1524,1795
GAEA,0.0008547008547008547,0.0,0.345642540620384,0.0021591486410056527,1996,1310,1075,1272
GAFF / SIDNEY E. LEVIN,0.0038461538461538464,4.453754804558248e-06,0.3414562965124763,0.0031579865593789713,1005,888,1175,1004
GAIA,0.004700854700854701,0.0,0.2984313225353909,0.0016749597619056835,861,1310,2049,1458
GALACTUS / GALAN,0.052564102564102565,0.0036844509141254226,0.45846394984326017,0.07729877688365581,64,113,60,50
GAMBIT | MUTANT X-VE,0.0038461538461538464,1.8270646744353453e-07,0.317805242428358,0.0009548634149541095,1005,1217,1830,1828
GAMBIT / REMY LEBEAU,0.07008547008547009,0.015626878895198395,0.4717741935483871,0.08568597495306915,46,32,39,42
"GAMBONNO, ERNESTO",0.004700854700854701,0.0006349950896670749,0.3660253402158611,0.003477893203460118,861,294,428,955
"GAMBONNO, LUIGI",0.004700854700854701,0.0006349950896670749,0.3660253402158611,0.003477893203460119,861,294,428,954
GAMMENON [CELESTIAL],0.005555555555555556,0.0013735121550188124,0.3616133518776078,0.008353825127579583,754,201,492,523
GAMORA,0.02564102564102564,2.55797218732814e-05,0.43575418994413406,0.0532623174867354,163,670,106,94
"GANGER, DR. ALEXEI",0.0017094017094017094,0.0,0.32191498142798186,0.001668654368560406,1649,1310,1734,1460
GARDENER / ORD ZYONYZ,0.0029914529914529912,0.0,0.32427937915742794,0.0027154640994236715,1243,1310,1662,1121
GARGOYLE II / ISAAC CH,0.023076923076923078,0.0009358889510536817,0.4354298474134723,0.03358859242704475,180,234,107,162
GAROKK,0.001282051282051282,0.0,0.29786150712830956,0.0006044036950750998,1804,1310,2050,1984
"GARVIN, GEARS",0.0017094017094017094,0.0,0.30256012412723043,0.00040933865964941466,1649,1310,2021,2077
GATECRASHER,0.004273504273504274,0.0,0.24775013234515617,0.00031150444757148854,937,1310,2319,2106
GATEWAY,0.012393162393162393,0.0001748089825588456,0.36,0.013114146331539534,335,449,527,384
"GATOR, LORD",0.009401709401709401,3.6184881199008386e-05,0.35529911934406316,0.007815764969888034,427,629,614,553
GAUNTLET,0.011111111111111112,0.0017439646522048006,0.3608326908249807,0.014153143295541166,374,177,506,354
GAUNT / MENDEL STROMM,0.0038461538461538464,4.827589243013439e-07,0.3485254691689008,0.0027426837516625847,1005,1125,878,1110
GAZA,0.004273504273504274,4.4984221469329e-07,0.34120734908136485,0.00432863314365583,937,1137,1186,826
GEATAR,0.002564102564102564,0.0,0.324144618368195,0.002766819816492489,1362,1310,1667,1104
GEE / ALEX POWER,0.01752136752136752,0.0009042960919067465,0.376872282171042,0.01439311904604407,240,240,323,350
GEMINI / JOSHUA LINK,0.0059829059829059825,0.0002220152043611824,0.3466153162494445,0.0028846878666057376,702,400,1040,1078
GENERAL OBSIDIAN,0.004273504273504274,5.994620549651888e-07,0.3292991837883479,0.0030381359209038965,937,1101,1548,1032
GENESIS / TYLER DAYSPR,0.002564102564102564,0.0,0.26533620591903845,0.0003020331062145415,1362,1310,2231,2107
GENTRY,0.0059829059829059825,3.431269987099913e-07,0.31867084297970855,0.004067372144746928,702,1162,1801,855
"GERASI, DON MARIO",0.00042735042735042735,0.0,0.2916978309648467,0.0001767378298098777,2176,1310,2117,2165
GHAUR [DEVIANT],0.013247863247863248,0.0008436815379258539,0.3951367781155015,0.019098307600735307,315,269,230,278
GHOST,0.0008547008547008547,0.0,0.33829694954460027,0.001763116738525515,1996,1310,1284,1421
GHOST GIRL II / LILLI,0.005555555555555556,6.430646640419171e-07,0.32351721277478224,0.0035724136306099783,754,1089,1680,931
GHOST RIDER III / DAN,0.02094017094017094,0.01225827385223083,0.4010970174837161,0.015438906269403212,208,42,212,328
GHOST RIDER II / JOHNN,0.020512820512820513,0.009600738559462746,0.41659248709275415,0.02515759307247396,221,52,172,214
GIBBON / MARTIN BLANK,0.0017094017094017094,0.0,0.3472325270811693,0.0017765924971210154,1649,1310,968,1417
GIDEON,0.008547008547008548,0.0008886871630607079,0.3435114503816794,0.008003502441914957,468,245,1127,542
"GILBERT, ROXANNE",0.002136752136752137,0.0,0.3380037555972844,0.0015817234749196253,1489,1310,1297,1500
GLADIATOR II,0.01581196581196581,0.001723533061145208,0.3794389492459867,0.020769901808136888,267,178,302,260
GLADIATOR / MELVIN POT,0.0038461538461538464,3.0434672144616932e-05,0.3561101810987673,0.0038002243262528134,1005,648,589,884
"GLENN, HEATHER",0.005128205128205128,1.0915111158912412e-05,0.33785734911926074,0.0026384073011020454,808,773,1304,1136
GLORIAN / THOMAS GIDEO,0.0029914529914529912,3.181623078781166e-05,0.3484216795711733,0.00485690906074699,1243,638,884,757
GLUB,0.002564102564102564,0.0,0.26057906458797325,0.00017225381533030482,1362,1310,2268,2174
"GNUCCI, MA",0.002564102564102564,0.0,0.291879755519521,0.00018592786061577012,1362,1310,2102,2150
GOBLYN,0.007264957264957265,9.904294116915398e-06,0.3463587921847247,0.0065032644345201195,562,790,1047,632
GOG,0.001282051282051282,0.0,0.34811068134483786,0.0017367921395676645,1804,1310,894,1435
GOLDBUG,0.0008547008547008547,0.0,0.33438125178622463,0.001149118400898705,1996,1310,1423,1727
GOLDDIGGER,0.002136752136752137,0.00014651965460006687,0.3512458721104773,0.0016106883633067114,1489,468,749,1490
GOLDEN ARCHER II / WYA,0.010256410256410256,0.0004162529816158508,0.37772397094430993,0.010094318416762376,395,333,316,447
GOLDEN-BLADE,0.0008547008547008547,0.0,0.3123331553657234,0.000633633572568404,1996,1310,1912,1974
GOLDEN GIRL / GWENNY L,0.0017094017094017094,0.0,0.3519326214468341,0.0018547412334889509,1649,1310,714,1389
GOLDFIRE / AMEIKO SABU,0.0029914529914529912,2.979529721438008e-07,0.2666059017887661,0.0001297467697239617,1243,1176,2212,2204
GOMURR,0.0008547008547008547,0.0,0.3342857142857143,0.0020458757055896353,1996,1310,1437,1314
"GOONER, MELVIN",0.0008547008547008547,0.0,0.3625096824167312,0.002506487607086825,1996,1310,470,1168
GORGON [INHUMAN],0.029914529914529916,0.0021778275393115826,0.4391891891891892,0.042108271218879736,142,150,94,122
GORR,0.0017094017094017094,0.0,0.3416058394160584,0.004785599770626577,1649,1310,1167,772
GOSAMYR,0.004273504273504274,2.792569199958715e-07,0.33032185206098247,0.004479610366240479,937,1180,1509,803
GRACE,0.002564102564102564,0.0,0.26057906458797325,0.00017225381533030507,1362,1310,2268,2172
GRANDMASTER / EN DWI G,0.00811965811965812,0.00011652310573895653,0.3812937917549291,0.015227153124718265,497,494,287,334
"GRANT, GLORIA GLORY",0.020085470085470087,7.944418615861463e-05,0.3550834597875569,0.006893410865642976,225,538,623,606
"GRANT, SILAS",0.005128205128205128,0.0,0.33932714617169374,0.0032352781673476716,808,1310,1229,989
GRAVITON / FRANK HALL,0.00641025641025641,5.30775460166674e-06,0.3625096824167312,0.009764437914775522,653,873,470,458
GREEN GOBLIN III / BAR,0.002564102564102564,0.0,0.34774855104770397,0.0027785968444388864,1362,1310,924,1102
GREEN GOBLIN IV / PHIL,0.002564102564102564,0.0,0.34862932061978547,0.0026517984180765837,1362,1310,871,1134
GREEN GOBLIN / NORMAN,0.01752136752136752,0.00044788966190448053,0.3869047619047619,0.013814884165690692,240,322,259,363
GREEN GOBLIN V / ,0.0029914529914529912,0.0,0.34805890227576974,0.0028310183749666886,1243,1310,900,1092
"GREER, GABRIELLE",0.00042735042735042735,0.0,0.2635431918008785,7.080025674753073e-05,2176,1310,2244,2245
GREGOR,0.002136752136752137,0.0,0.30057803468208094,0.0006849961037461761,1489,1310,2038,1954
GREMLIN / ,0.0017094017094017094,2.0236885253491825e-06,0.3382480485689506,0.0018782056245031712,1649,959,1289,1379
"GREY, DR. JOHN",0.011111111111111112,1.3857571765574921e-06,0.36312849162011174,0.02025795850827764,374,1001,462,265
"GREY, ELAINE",0.011111111111111112,1.3857571765574921e-06,0.36312849162011174,0.020257958508277645,374,1001,462,264
GREY GARGOYLE / PAUL P,0.002136752136752137,0.0,0.3673469387755102,0.00521296792067527,1489,1310,415,723
"GREY, JEAN | MUTANT",0.003418803418803419,8.769910437289658e-07,0.3177620858229223,0.0009436391548781403,1126,1050,1834,1834
GREYSTONE / BRIAN YOUN,0.0017094017094017094,0.0,0.31784841075794623,0.0009370710649914966,1649,1310,1822,1837
GRIFFIN II / JOHNNY HO,0.002564102564102564,7.031969639935574e-06,0.3474903474903475,0.0029227822947561328,1362,835,950,1067
"GRIFFITH, D.W.",0.001282051282051282,0.0,0.31208322219258466,0.0005099170427633514,1804,1310,1924,2027
GRIM HUNTER / KRAVINOF,0.001282051282051282,0.0,0.34780023781212843,0.001304052585360153,1804,1310,922,1633
"GRIMM, BEN | MUTANT",0.002564102564102564,0.0,0.31767580776540866,0.0009258786411254824,1362,1310,1838,1847
GRIM REAPER / ERIC WIL,0.006837606837606838,1.0984798106045206e-06,0.37656903765690375,0.015260097104764794,605,1024,327,332
GRIS-GRIS,0.002136752136752137,3.3496185697981334e-07,0.3207676490747087,0.0009303434005094583,1489,1170,1757,1845
GRIZZLY II / THEODORE,0.0017094017094017094,0.0,0.3107982467791207,0.0007926626191130625,1649,1310,1940,1923
GRIZZLY / MAXWELL MARK,0.0017094017094017094,0.0,0.3472325270811693,0.0017765924971210139,1649,1310,968,1418
GROK,0.002564102564102564,0.0,0.32925284930350357,0.0011285663743394122,1362,1310,1555,1749
GRONK,0.001282051282051282,0.0,0.2574540653537243,4.6077349339860085e-05,1804,1310,2296,2286
GROVEL,0.00042735042735042735,0.0,0.3205918618988903,0.0008454692644735215,2176,1310,1766,1901
GROWING MAN,0.00042735042735042735,0.0,0.3128760529482551,0.0007034434533102144,2176,1310,1902,1940
"GRUNCH, ALESTAIRE FI",0.0008547008547008547,0.0,0.2505889912186764,4.811810495782498e-05,1996,1310,2314,2283
GUARDIAN / JAMES MACDO,0.02094017094017094,0.0007237334278424176,0.40575689266516385,0.03144939985120886,208,280,201,170
GUARDIAN V / JAMES MAC,0.008974358974358974,1.180792423059438e-05,0.3238754325259516,0.00515719735057189,442,764,1673,731
GUARDSMAN / KEVIN O'BR,0.0017094017094017094,7.889621067808353e-07,0.34538745387453873,0.0022465377243290592,1649,1066,1082,1246
GUDRUN [ASGARDIAN],0.002136752136752137,0.0,0.30548302872062666,0.0013310252939548717,1489,1310,1985,1615
GUILOTINE,0.0008547008547008547,0.0,0.32235845157735227,0.0007826713028477883,1996,1310,1729,1927
GUNTHAR II,0.004700854700854701,8.102517558333076e-06,0.3735632183908046,0.009463427685104496,861,819,353,474
GYPSY MOTH,0.005555555555555556,0.00024403466983858097,0.35955746773202213,0.005528361635754378,754,385,530,696
"GYRICH, HENRY PETER",0.029487179487179487,0.004431860216780591,0.4229170431953732,0.04432373327602616,144,95,152,116
"HADDOCK, DR. MYRA",0.0029914529914529912,0.0,0.31071570840525825,0.0015642863208046593,1243,1310,1942,1506
HAG / ,0.002136752136752137,8.60107858281815e-07,0.30632281712266,0.0004891633221180558,1489,1055,1981,2041
"HALE, JONAS",0.0008547008547008547,0.0,0.36066584463625156,0.002421452519299588,1996,1310,513,1190
"HALLER, GABRIELLE",0.005555555555555556,9.156577617660153e-07,0.3515096890491212,0.009387200924585072,754,1044,730,481
HAMES,0.003418803418803419,0.0,0.3182374541003672,0.0023411976520802966,1126,1310,1810,1217
"HAMILTON, MICKY",0.002136752136752137,3.654129348870691e-07,0.3122081387591728,0.0005120602568733038,1489,1150,1921,2025
HAMIR,0.00042735042735042735,0.0,0.3288826423049895,0.0009679110094830209,2176,1310,1583,1811
HAMMERHAND II / BRON,0.0038461538461538464,0.0,0.2468354430379747,1.892339362982479e-05,1005,1310,2322,2314
HAMMERHEAD,0.013247863247863248,0.0005647224936191575,0.35840098024199724,0.005763419195953607,315,312,544,675
HAMMER IV / ,0.001282051282051282,0.0,0.25742574257425743,2.983805428390916e-05,1804,1310,2299,2303
"HAMMER, JUSTIN",0.008974358974358974,0.0006265553193254748,0.36591086786551996,0.004347344338952759,442,300,431,823
HANGMAN,0.00042735042735042735,0.0,0.2687801516195727,5.295866114076433e-05,2176,1310,2199,2276
"HANSEN, BILLY",0.001282051282051282,0.0,0.26265574138511616,5.701414568019426e-05,1804,1310,2252,2269
HARDCORE / ,0.002564102564102564,6.394726360523709e-07,0.3122497998398719,0.0005170150214592661,1362,1090,1919,2021
"HARDERMAN, QUENTIN",0.001282051282051282,0.0,0.35135135135135137,0.002069960651172404,1804,1310,742,1303
HARDRIVE,0.00811965811965812,0.0006724201932227989,0.35785288270377735,0.010388409166195397,497,289,560,438
HARGEN,0.0008547008547008547,0.0,0.22023529411764706,2.006464214639429e-06,1996,1310,2338,2338
"HARKER, QUINCY",0.002136752136752137,0.0,0.26642377319822386,6.722954041821725e-05,1489,1310,2217,2257
"HARKNESS, AGATHA",0.037606837606837605,0.005465866303099523,0.4526987811955891,0.06706576380347079,106,80,79,68
HAROKIN [ASGARDIAN],0.005128205128205128,0.0,0.3392287619599884,0.0032315798212873225,808,1310,1234,990
HARPOON,0.00811965811965812,0.00018019959841211543,0.35368802902055624,0.011685149396273083,497,444,661,412
"HARRIS, EDDIE",0.002564102564102564,0.0004274417805841491,0.30263838592860837,0.00041341827885455255,1362,326,2017,2073
"HARROW, DR. JONAS",0.0008547008547008547,0.0,0.34754195752264966,0.0017546179845605264,1996,1310,946,1427
HATE,0.0038461538461538464,2.9067545380242903e-06,0.3253615127919911,0.0029102253949396116,1005,935,1649,1068
HATE-MONGER / ADOLF HI,0.00042735042735042735,0.0,0.3507719982011692,0.0014456122137333884,2176,1310,786,1564
HAUPTMANN DEUTSCHLAN,0.002136752136752137,1.3331548833242522e-06,0.29191616766467066,0.00044430215995337757,1489,1008,2100,2056
HAUPTMANN ENGLAND,0.0017094017094017094,0.0,0.3277769995797731,0.0019358952927372441,1649,1310,1621,1363
HAVOK / ALEX SUMMERS,0.08461538461538462,0.027958481466377572,0.46502384737678853,0.08872263535973283,34,10,50,38
HAWK,0.12179487179487179,0.026551693926767733,0.4901550062840385,0.10873251180161211,14,12,25,24
"HAWKINS, DR. EDWIN E",0.001282051282051282,0.0,0.29209836474847084,0.0004926223735837175,1804,1310,2098,2033
HAWKSHAW,0.001282051282051282,0.0,0.26171569175707415,0.00015263514934803245,1804,1310,2260,2184
HAYWIRE / ,0.0029914529914529912,0.0,0.2825404491668679,0.0006974300309395608,1243,1310,2149,1942
HEADCASE,0.002564102564102564,0.0,0.26057906458797325,0.0001722538153303053,1362,1310,2268,2171
HEADHUNTER / ,0.0008547008547008547,0.0,0.32832889013610217,0.0009768319091304203,1996,1310,1609,1804
HEALER,0.00042735042735042735,0.0,0.3347160635102274,0.0012002605299415584,2176,1310,1406,1684
HECTOR II,0.00641025641025641,7.693771599880175e-06,0.3371757925072046,0.0024290978899477,653,829,1346,1188
HEIMDALL [ASGARDIAN],0.021794871794871794,0.00029400650170689595,0.37066370980516394,0.011952793358683036,200,361,378,406
HELA [ASGARDIAN],0.021794871794871794,0.0007554497902271332,0.39334341906202724,0.019276820750687713,200,277,237,274
HELIO,0.001282051282051282,0.0,0.2574540653537243,4.607734933985973e-05,1804,1310,2296,2287
HELIX / RAFAEL CARAGO,0.0038461538461538464,4.262559633978611e-06,0.3305551631586382,0.0023823767515867462,1005,890,1506,1201
HELLCAT / PATSY WALKER,0.037606837606837605,0.0028439774993839445,0.44930875576036866,0.05073205924516576,106,126,84,99
"HELLER, ERIC",0.0008547008547008547,0.0,0.28284781820379545,0.0001319523701596735,1996,1310,2145,2198
HELLSTORM / DAIMON HEL,0.01581196581196581,0.0029941791716487764,0.41570438799076215,0.02404272694677098,267,120,176,228
HEMINGWAY,0.0008547008547008547,0.0,0.28118240807498196,0.0004663403655106031,1996,1310,2153,2052
HERA / AUGUSTINE JONES,0.0029914529914529912,5.032361829181415e-06,0.3476968796433878,0.004492853196908434,1243,877,931,801
HERCULES [GREEK GOD],0.10256410256410256,0.01209800105207638,0.49056603773584906,0.1094597971272339,24,43,22,22
HERMES [GREEK GOD],0.002136752136752137,0.0,0.34610264753734654,0.0037149589459485846,1489,1310,1055,899
HERMOD [ASGARDIAN],0.007264957264957265,3.888700251239174e-06,0.339179591245108,0.0043367676077765895,562,901,1235,824
HESCAMAR / MARNOT [ASG,0.003418803418803419,8.265292574826562e-08,0.3378085751407536,0.002351600222012316,1126,1273,1309,1214
"HEYWERTH, GENERAL",0.0008547008547008547,0.0,0.3136729222520107,0.0009028796306257325,1996,1310,1885,1863
"HIBBERT, HOPE",0.0017094017094017094,0.0,0.3472325270811693,0.0016742179821953036,1649,1310,968,1459
HIGH EVOLUTIONARY / HE,0.03034188034188034,0.00270816965844447,0.40688575899843504,0.029274607700388856,139,130,199,179
HIGH OVERLORD,0.0017094017094017094,0.0,0.2478288498199534,4.455974419296216e-05,1649,1310,2318,2288
HILDEGARDE [ASGARDIA,0.008547008547008548,5.704840094780568e-06,0.34718100890207715,0.006123347138896728,468,860,976,656
HILDY [ASGARDIAN],0.011965811965811965,0.00010369333539918679,0.3521974714027694,0.00832419271297442,349,512,700,525
HINDSIGHT LAD / CARLTO,0.007692307692307693,3.0185846835533066e-05,0.33505154639175255,0.005322667250566868,530,651,1396,710
HIPPOLYTA [GREEK GOD,0.00042735042735042735,0.0,0.3291602194401463,0.0010800471631124083,2176,1310,1569,1771
"HITLER, ADOLF",0.0038461538461538464,0.0,0.3565442632942252,0.0029437412663303668,1005,1310,579,1061
"HOBBS, HARRIS",0.004700854700854701,5.65520018277607e-08,0.3388848660391021,0.0038792833947246174,861,1283,1247,873
HOBGOBLIN II / RODERIC,0.007264957264957265,2.640034511754283e-06,0.3500897666068223,0.004086328118970511,562,944,813,850
HOBGOBLIN V / JASON PH,0.01623931623931624,0.00025447820143713557,0.3651685393258427,0.008050878810104654,261,383,441,541
